Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
567977,B0030VJ8YU,A3VX9G8YEOD2XO,A. Connercoash,3,7,3,1288656000,Didn't sit well with my baby,I got a few different flavors of the HAPPYBABY food and this one in particular causes my daughter to gag and vomit. My daughter does not have a weak stomach by any means and eats a lot of different foods. But for whatever reason when she eats this flavor it comes right back out. After the third try I am giving up and concluding there is something wrong with this item.<br /><br />Even more disappointed that there is no option to return it with Amazon. I did however reach out to HAPPYBABY directly and are working with them to make this purchase a positive experience. For that I have changed my review from 1 stars to 3 stars.<br /><br />For now I will stick with the Chick Chick and Gobble Gobble flavors!
567978,B0030VJ8YU,A1N8YWKJVXVXKY,buymorenow,0,2,1,1300752000,sent me the wrong food,I ordered this one and the salmon but I got two salmon instead. I bet this one would be good if I ever got it.
567979,B0030VJ8YU,ADKZU3Q9R6AS9,phamis,0,3,1,1319241600,"what baby does not like,","Please do not send the salmon as baby will no eat it, please send the chicken on Happybaby Organic Baby Food. I am to received this once a month.<br /><br />Marlene layman"
567980,B0030VJ8YU,A2BTKW7194ON92,William R Hardy,1,5,2,1301356800,Cooked?,"My son wouldn't eat it either! I tasted it... I would not eat it, also. Tasteless, unappetizing in texture and  flavor.<br />It says ""minimal processing""... does that mean it is not even cooked? No wonder our babies and toddlers hate it!!! I would NEVER knowingly feed my child or myself RAW meat."
567981,B0030VJ8YU,A19SXBQWY5Y4YW,Kiersten Yost,5,13,3,1290556800,Ish,"I generally make all of LO's food organic from scratch (yes, I work full-time, but this is important to me, so I make the time).  However, I've tried a few pre-packaged foods...and while LO loves the taste of Chick Chick, and I like that it is more well-rounded than most others, I absolutely hate this packaging.  If my little one decides he doesn't want to finish the package after three bites, the rest is total waste...or I have to scoop it into a different container to store until he's ready to finish.<br />Absolutely love the item, but hate the packaging."
567982,B0030VJ8YU,A2HZHNQHJOFQBW,SWN,15,15,1,1330041600,WARNING RECIPE CHANGED AS OF FEBRUARY 2012,"My daughter absolutely used to love the original version of the Chick Chick baby food (with Chicken, Sweet Potatoes, and Brown Rice). Unfortunately, the recipe has apparently just been updated (though not reflected on Amazon's page as of 2/24/2012) to include totally different ingredients (except for the chicken). Now my daughter absolutely refuses to eat this product. The consistency and flavor seem to have drastically changed. Hopefully your child will enjoy the new blend, but I wanted to provide a warning for those of you that may have tried the other version..."
567983,B0030VJ8YU,A2QXF249LSQPSQ,"K. Wheeler ""Miss Kris""",12,12,5,1289174400,Healthy Alternative for Working Moms,"I give props to any mom, especially one that holds down a full time job or two, that can puree and strain her own food.  If that's you, hat's off.  You're my hero.  I'm no superhero, so my goal was to find the best quality, best tasting food with minimal processing.  Let's face it, there are plenty of organic options out there.  And these days, I think most of them are good.  The little man likes the Gerber organics fruits.  They're easy to find and inexpensive.  But hands down, the Happy Baby products are the best quality, best tasting (in my opinion) and most convenient of them all.  The pouches are great, especially for when we're on the go.  We can eat the fruit varieties without even putting on a bib.  The Chick Chick is the man's favorite (bib required).  The negative is that they're about twice the price of the Gerber fruits and meats.  So if you're on a budget, this may be a bit of a stretch.  Nonetheless, keep some pouches around for when you travel.  Baby will love them!"
567984,B0030VJ8YU,A4DTM6B4IBYQX,C.O.,9,9,5,1296950400,L O V E Chick Chick,"I make a lot of my own baby food, but was not about to make a meat baby food. After buying a few different purees, I tried Chick Chick.  My fussy 9 month old LOVED it instantly. I don't know if it is the flavor or the texture (nice with some small bits in it), but she gobbles it down.  It is worth the price (especially if you do subscribe and save) and I am pleased that she is getting a high quality protein meal and I don't have to puree chicken!"
567985,B0030VJ8YU,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",8,8,5,1270425600,Organic and Tasty!,"I have 12 month olds and no time to write a great review, but they like all the flavors, the textures are great, and the pouches open easily. They don't reseal, but that's fine because there are never leftovers."
567986,B0030VJ8YU,A2NTSH6GHYAS49,wordsmatter,14,16,1,1332115200,Does NOT promote healthy growth and development,"I was hoping that the new recipe would include more protein/fat than the original, since in my opinion, the protein/essential fatty acids that are abundant in salmon are the best reasons to feed it to a baby.  Well, I should have taken the time to research the nutritional info before purchasing, because this item actually contains less of both. If you can manage to get your baby to eat an entire pouch of this, he/she will get a mere 1 gram of protein, or 6% of the RDA for a baby, .5 grams of fat, and 50 calories.<br /><br />That makes this a nutrient poor food.  And HappyBaby a pretty despicable company."
567987,B0030VJ8YU,AAMJ8WHRHFZ9J,"Magathy ""Maggie""",7,7,5,1288483200,Perfect for Travel,"My little one loves this line of food, and I love how convenient they are!  We traveled to Europe for two weeks and packed a ton of these for the trip.  They survived several planes, buses, and boats.  Easy, convenient, and healthy... what's not to love?"
567988,B0030VJ8YU,AOWHV1P78VYG0,CC,6,6,1,1330819200,"Used to be great, company changed the formula","Why, why, why did they change the formula??  Our twins loved this.  Now just like gobble gobble, they wont take it.<br /><br />Company's website with the old and new formula: [..]<br /><br />Only guess is that sweet potato is much more expensive than corn (both the top ingredients).<br /><br />Wrote to happybaby to tell them how disappointed we are"
567989,B0030VJ8YU,A2PJJX0JTAIJCT,S. Denman,5,5,2,1330387200,"Used to be great, baby doesn't like it now.","We just got a new shipment in, and it is not the same Chick Chick our son has come to know and love.  This new stuff resembles the texture of their ""Gobble Gobble"" food, which our son absolutely hates.  I'm sure this stuff is great, but if you aren't sure your kid will like it, don't spend money on 16 of them up front.<br /><br />Be aware that you can't return this item."
567990,B0030VJ8YU,A2P7TE7CVQAHH7,Dana Puckett,5,5,5,1303862400,Don't give up and give it more then one try!,"I gave this flavor to my 6 month old son but he did not like it so I tried to blend it, but still no luck. It does have very strong taste especially for babies who had only veggie and fruit blends. So I mixed the blended beef stew with green beans ( 1,5 oz of beef stew with 3,5oz green beans ) and my baby ate it all no problem. I just think since he did not have any flavor like that before ( tomato, beef, spices ) he just need to get used to the flavor. Sweet peas works too and takes away that sharp tomato taste. I will keep adding less of the veggie blends and I bet he will get used to the taste in no time. So do not give up if your baby doesn't like it right away. I bet you as adults also had some meals first time and did not love it and now are enjoying them ( sushi, oysters..... ) so let your little one get used to new flavor.<br />My son loved Chick chick and Super salmon right away but I think it is because he had sweet potato and carrots before so he was used to the flavor already.<br /><br />UPDATE: one week later I have split the packet in two containers and added 1oz. sweet peas and 1oz. carrots, and my baby ate it no problem, likes it a lot when warmed up.<br />Week after that I just warmed up the packet and my son ate it no problem, loved it as much as chick chick or super salmon.<br />So if you did not have luck first time do not give up, it took couple tries for us and now he loves it."
567991,B0030VJ8YU,A2RURE29UAL9FW,Cair,5,5,2,1300320000,Be careful of the tomatoes,"Our 15mo old daughter has really liked most of the other Happy Baby foods (she LOVES the Gobble-Gobble & Mango-Spinach-Pear).  However, this one makes her throw up EVERY time!  She is not allergic to anything in the ingredients - I can only guess that the high tomato content is just too acidic for her tummy."
567992,B0030VJ8YU,A3DLCJQO7827TL,"GU Customer and Mom ""GRU""",5,5,2,1276992000,Might be good for you but very blah!,"While this is packaged well and convenient to open and pour out, it doesn't matter how easy it is<br />or how healthy if you can't get the baby to eat it! This is extremely blah, bland mush. I certainly<br />expected much better from this brand. In addition, since it's a stage 3 food, I expected there to be<br />pieces of meat and vegetables, however there's just a bunch of lightish brown mush my baby wont eat<br />even why I try to force it down her. Definitely wouldn't recommend to anyone despite it's health rating."
567993,B0030VJ8YU,A36OZXMZWPBZAG,"Natalie Bennon ""Natalie""",4,4,1,1337731200,Formula changed; mostly corn now; yuck,"My son used to love the Chick Chick, Gobble Gobble, and Super Salmon. But they changed the recipe, and now it's more corn than anything else. Taste is bad too. Nutrition value is lower. He doesn't like it, and neither do I. I am totally pissed."
567994,B0030VJ8YU,A1B0RFUNJWZ35T,"Annie ""greekwoman99""",4,4,1,1334620800,Why mess with a good thing?,"What HAPPYBABY needs to realize is that when you have a steady customer base, you should not change the recipe of a product!  My daughter loved this original recipe, but this recipe is COMPLETELY different.  I tried giving it to her 3 times - she refused to eat it.  I then blended it with chicken broth and she does eat it now, so it turned out to be a texture thing.  HOWEVER, the whole reason that I purchase products such as these are for the convenience of having an organic product that can travel easily - so it is very impractical for me to travel with chicken broth and a blender!  I'll be cancelling my subscribe and save subscription to this product."
567995,B0030VJ8YU,A2ARVFC5IABTRA,"C. Zheng ""ivorylily""",4,4,5,1294531200,My baby absolutely loves it.,"First of all, I'd say that this product tastes more like sweet potato than chicken. The white lumpy stuff in the package tastes like brown rice pasta than chicken. So I am not where the chicken is cuz you can't taste it. But my daughter absolutely loves it. She gobbles down the whole thing in minutes (except her teething time).<br /><br />Although I am skeptical about the chicken part, I have to trust the labeling that says heavy amount of protein is in there.<br /><br />I also tried the turkey and chicken training meal from Plum brand. It has way too much spice in there. Not for my baby who is just starting out on protein. I will try the Plum brand a bit later. But you can definitely taste the meat in their products."
567996,B0030VJ8YU,A8PP8NPRJSAKO,Brazilian Jazzaholic!,3,3,1,1336089600,Baby HATES the new recipe!  (Loved the old formulation).,"My 9-month-old absolutely adored the old recipe of this product, which was organic chicken, sweet potatoes, and brown rice pasta.  She would gobble up an entire pouch every time we offered it to her, and often ask for more.  Unfortunately, Happy Baby had to go and ruin a good thing by reformulating the product!  The new Chick Chick recipe consists of organic chicken, vegetables and quinoa, and my baby completely DESPISES it.  We've offered it to her several times now, and each time, she makes a face, spits it out and turns away from the spoon.  I see from several of the recent reviews that many parents and their babies feel the same way about the new recipe.  I can't for the life of me figure out why Happy Baby would change the formulation of its Chick Chick baby food when it was perfectly fine and delicious the way it was.  I definitely won't be buying this product again, unless Happy Baby goes back to the old formulation.  Grade: D-"
567997,B0030VJ8YU,A20WEADHE51IPW,Merideth,3,3,1,1336003200,"This used to be a good product but the new ""recipe"" is really bad.",This used to be a hearty and great meal for my twin girls who have both loved it since they were 9 months old but they recently changed the recipe and it is watery and disgusting now. Very disappointed. And it seems that amazon does not allow you to complain directly to Happy Baby or return the product even though it has changed. seems unfair.
567998,B0030VJ8YU,A1KO0740YE5W9X,Elizabeth,3,3,1,1335225600,ARG!  Recipe has CHANGED!,"My son loved the original recipe Chick Chick but Happy Baby has now changed the recipe.  My son retched upon the first bite of the new meal.  Why do companies try to ""improve"" upon something that already works.  I'm guessing to cut corners somehow (ie. cheaper ingredients).  It's a shame.  I now have a case of the new recipe that won't be eaten."
567999,B0030VJ8YU,AFYNHATHQRU68,Helena,3,3,1,1332979200,My baby hates this stuff!!!,My 10 month old baby hates this stuff!!  I've tried giving it to him on 4 separate occasions-but everytime he tastes it--he makes a disgusted look and won't eat anymore.  I even tried mixing it with his favorite foods and he just takes one bite and looses his appetite and won't eat anymore of anything for the rest of the night!
568000,B0030VJ8YU,ACU1MBQ7T5YL0,"Cynthia C. Eberhardt ""CCEber""",3,3,5,1294704000,Yummy protein,"I usually buy Sprout and thought I'd try this food since it got other great reviews.<br /><br />I am pleased with this meal.  It's a little less chunky than Sprout's stage 3 meals...so I worried a bit less about my baby gagging on it as he's learning to chew more.<br /><br />Also, the chicken, sweet potato is a big hit with my baby.  He ate it all up!<br /><br />These organic meals are a very nice alternative to making my own food for him."
568001,B0030VJ8YU,AEU0BV0UUR28,RyMom,3,3,4,1291075200,Loved it,My 18+ month old enjoys this food very much. The texture is fine for him and he finished a whole packet.
568002,B0030VJ8YU,A6LAMY7Z10BBJ,Amazon Shopper,3,3,5,1286928000,Baby loves it,Babys loves this one and so do I.  Love the packaging to- no jars to wash.
568003,B0030VJ8YU,A2SHQF0QMK49T,A. L. Rainey,3,3,5,1284854400,My Baby loves it!,"My baby boy loves eating this food, better than some Earth's best Stage 3 foods.  It doesn't taste too bad either.  I love the sweet potatoes in the food.  The pouch is great for on the go, not having to worry about glass food containers breaking in the diaper bag, especially when we go for hikes."
568004,B0030VJ8YU,A3L03JYY7XV4V4,Oak Park Mom,3,3,2,1281830400,baby didn't like it,This looks and smells great but my son didn't really like it.  the texture is much lumpier than their other products.  It requires a lot of chewing and seems a bit dry.
568005,B0030VJ8YU,A2QV1V06YJSQKQ,Renee Frank,3,3,5,1280188800,Baby loved it!,I bought this for my grandson.  I used it for the in between stage from strained food to small finger food. He really liked this. He loves sweet potatoes so this was great!
568006,B0030VJ8YU,A1XDBF0I11UVPY,"bob jones ""bob jones""",3,3,3,1279584000,Amaranth,"It smells delicious but unfortunately my 11 month old was having problems with the Amaranth.  He does eat some finger foods - mango, peaches, carrots, etc... but for some reason he was having problems with the Amaranth - maybe it was too grainy for him.  Will try it down the road again."
568007,B0030VJ8YU,AWKQRTMNN9KJ1,Matthew Mcnear,3,3,5,1277164800,Really fresh taste,"Finally a baby food that tastes fresh!  Love that it's a great protein plus good veggies.  Great for anyone looking for a way to feed your baby ""good stuff."""
568008,B0030VJ8YU,A20P8VC55KPPCT,FL Mom,3,3,5,1274486400,These pouches are great!,These pouches are so easy and convenient. They taste great and are perfect for busy moms.
568009,B0030VJ8YU,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",3,3,5,1270425600,Organic and Tasty!,"I have 12 month olds and no time to write a great review, but they like all the flavors, the textures are great, and the pouches open easily. They don't reseal, but that's fine because there are never leftovers."
568010,B0030VJ8YU,A3GZHTNXM0QP01,"K. McCaslin ""katiemcc""",2,2,1,1338076800,Baby hates new recipe...,"Not sure why they decided to mess with a good thing. We've cancelled our subscriptions to both the Chick Chick and Salmon HappyBaby pouches. A huge disappointment to our family as these were two go to meals in our household for our 14 month old. Please bring back the old formula, HappyBaby!"
568011,B0030VJ8YU,A2MD6ZPF1JRM98,music  man,2,2,5,1321574400,Wonderful,"Outstanding, good and reliable food menu item.<br /><br />Not overly done or seasoned.  Thank God.<br /><br />Sometimes simple really goes so much farther.<br /><br />Babies love it!  I love it!  We all love it!<br /><br />Keep going ""Baby food co.""<br /><br />thanks a  bunch<br /><br />p.s. Please do something like this with Turkey"
568012,B0030VJ8YU,AIY0KOAXZVB5B,nara1983,2,2,2,1306886400,Doesn't taste good.,I make my own baby food but when we travel I give my daughter plum organics and happy baby food. She likes them a lot so i wanted to try something with meat. This product has good reviews so I ordered it thinking you can't go wrong with sweet potatoes and chicken. But i was wrong it taste bad.My daughter won't eat it even when she is starving. She actually didn't want to eat anything for few hours after she tried it first time. I even spiced it up a little bit hoping that she likes it but nope:(I don't blame her.I don't like it either.<br /><br />Update: Few months later I reintroduced my daughter this product and she seems to like it now. She ate it well for week when we were traveling. I ordered another one for our upcoming trip.
568013,B0030VJ8YU,A4DTM6B4IBYQX,C.O.,2,2,2,1299888000,Um... no thanks (sorry Happy Baby),"IF THIS IS YOUR FIRST HAPPY BABY PURCHASE, TRY AGAIN, THE REST ARE AMAZING! I love Happy Baby. My daughter eats this companies products all the time.  Chick Chick is great, Beef Stew is wonderful, but Gobble Gobble is weird.  My daughter didn't mind the taste, but I could not get over the texture.  It looked like a giant blob of wet dog food.  It was more putty-like than any other flavor.  I actually had to cut bites off of it.  I am grossed out just thinking about it.  Good thing there are other flavors."
568014,B0030VJ8YU,A263HP62NE6UXP,Maria Desena,2,2,5,1297555200,baby food,"this baby food is the greatest.  My granddaughter loves it and even calls it by name. she is 15 months old and still enjoys it, and I have peace of mind because I know I am feeding her a good balanced meal at a great price"
568015,B0030VJ8YU,A3VX9G8YEOD2XO,A. Connercoash,2,2,3,1289692800,Too Thick,"I bought this flavor along with two others and was surprised at how different the texture was compared to Chick Chick and Super Salmon. It is so thick that my daughter grabs it out of her mouth after putting a bite in, which usually leads to a big mess. I now have to modify the texture by adding water to it, which does not make it a convenient food item when on the go. Since the pouches don't reseal this is even harder when traveling.<br /><br />Overall, the flavor seems good, just too thick. I still love the pouch design for the most part, since I can sometimes break the glass jars of other brands. I will just need to remember to pack some sandwich baggies in case it not working out when trying to eat it on the go."
568016,B0030VJ8YU,A14814911LYINA,G. Rumph,2,2,5,1289001600,Great Product,My daughter loves this food. This is her favorite of all the HappyBaby Organic Baby Food. I make all of her fruits and vegetables but decided not to continue this with the meats. She did great transitioning from the food I make at home to this packaged product so it must taste pretty fresh.
568017,B0030VJ8YU,AECQLWLETPUFZ,Tamara Irving,2,2,5,1274572800,perfect portions,This is a perfect portion and very simple to use when going out. I love the convenience of this product!
568018,B0030VJ8YU,A20P8VC55KPPCT,FL Mom,2,2,5,1274486400,These pouches are great!,These pouches are so easy and convenient. They taste great and are perfect for busy moms.
568019,B0030VJ8YU,A2DCWJN4ZXC0VR,Faith,4,5,4,1291507200,Easy and Good,"My twin girls love this! I wanted to give them fish but wasn't ready to prepare it myself. These are perfect! I've tried Sprout pouch meals and didn't really like them, so I was a bit wary of these. But these pouches are easier to empty, and the texture is great for 10 month olds. My girls eat it right up."
568020,B0030VJ8YU,A33LK1L2UWH9GK,"L. Karanfilian ""IGGY Mom""",1,1,5,1337558400,I almost ate it!,"This stuff is so good I seriously almost ate it myself.  I don't know why people are saying that it is gross or bitter.  It tastes like ministrone (an italian tomato-based soup with pasta and veggies).  My 7 1/2 month old loves it.  He is a really good eater in general but actually makes little ""mmms"" when he eats this meal.  Definitely warm it up.  It is really yummy!  I like the suggestion to serve with Avacado.  We give him avacado almost every day and the creamy texture is a wonderful compliment to the tomato/acidic flavor of this meal."
568021,B0030VJ8YU,AKRZSLATNVUH6,Denise Chavez,1,1,1,1336003200,Horrible new recipe,"This new recipe is horrible! It is watery, almost like a stage 1 meal, and it went from 4g of protein to 1g.  Most of the veggie pouches have more protein!  Definitely not worth the purchase."
568022,B0030VJ8YU,A1UBD1SY9V21Z4,Jen,1,1,1,1335657600,Reformulated for the worse,"I used to be a huge fan of this.. wild salmon, 4g of protein, other great ingredients.. just ordered another 16 pack and discovered they have reformulated it to be completely different. It is really liquid-y.. impossible for an unskilled/careless self-feeder to have much left on the spoon by the time it gets to her mouth (may be okay for younger babies who aren't self-feeding yet though). Also it only has 1g of protein now - not sure why / if there is less salmon in it? Anyway, it's off the menu here, and I am disappointed to have lost a healthful, convenient option."
568023,B0030VJ8YU,A1PZ9580938SVM,kcv,1,1,1,1332288000,Bring back the old formula!!,"Was so disappointed to discover that HappyBaby changed Super Salmon!  My little girl LOVED the old formula, and it had more protein and calories than this new version.  The new version also has more sugar and sodium than the previous version, and it has a completely different taste and texture - she won't touch it.  We will not be buying it again."
568024,B0030VJ8YU,A1SXCWI4UGSHS4,RCH,1,1,5,1330300800,Love it!,"I have been making my son's baby food but needed a break since he's starting to eat more.  I only buy organic food for him and Chick Chick is one of his favorites.  I tasted it and it's a little bland for me but I'm also not a baby.  He loves it and as long as he does, I'll keep it stocked for him.  I love the Happy Baby/Happy Tot brand and the variety they offer.  I prefer jars for convenience but I just empty this into a jar to heat.  I did find that one of the pouches had a leak at a seam.  I'm glad that I saw it before I gave it to him.  Now I check them each thoroughly before I open them.  If I can squeeze food out of a seam, it gets pitched."
568025,B0030VJ8YU,AW249T3BHIMCV,mamabear,1,1,2,1329523200,Not a fan,"The Happy Baby Beef Stew was not much of a beef stew.  The second ingredient behind water was tomatoes and it was evident in the taste of the product.  It didn't seem to have even a trace taste of beef.  Because of the high tomato content, the stew was very acidic.  I was a bit disappointed by this product."
568026,B0030VJ8YU,A1KNA0DLOIMZ5F,SummerMama,1,1,5,1327449600,Love this!,I was really worried about giving my 11 month old chicken or really any meat products.  I really don't like trying to puree meat so I was pleasantly surprised when I opened the package and it actually tasted great and wasn't lumpy.  This was one of the only meat baby foods that when I tasted - I loved it!  I felt like I was giving my child a complete meal and it was organic!
568027,B0030VJ8YU,A1UFPQ3C1MI3QC,Kate Wolf,1,1,5,1326585600,Love it!!!,"Love this product! Our daughter couldn't have soy or dairy so we really struggled to find food she could eat, not to mention organic food that fit that profile. Loved this product, highly recommended!"
568028,B0030VJ8YU,A33KJTNWY8AKDM,savvy shopper,1,1,5,1323129600,Easy and Baby Loves It,"My daughter loves Gobble Gobble.  I was a little surprised to see the reviews that said it is dry and tastes bad.  I wonder if those were bad packets.  The ones we've had have always been moist.  The food is a little bit bland, but it is not recommended to feed babies salt or spices, so it's about what I'd expect.  I like this better than the Chick Chick because it has a firmer texture.  To me, the Chick Chick is runny.  I normally spoon feed this to our baby, but if I don't mind cleaning up a mess I sometimes allow her to eat it with her hands.  We've never had any problems with gagging or choking.  When the packet is empty she's still looking for more.  I make most of my daughter's baby food and am very particular about what packaged foods I give to her.  I feel okay about this one because there are no weird preservatives and I can identify all of the ingredients."
